codal;na;mg;P;k;Ca;Mn;Fe;Cu;Zn;Se;Iode;glucides;glus;energie;fibres;eau;lipides;ags;agp;LAom6;ALAom3;om3epa;om3dha;ret;bcar;vitd;vite;vitc;vitb1;vitb2;vitb5;vitb6;vitb12;vitb9;alcool;chol;Phytates;epadha;vita;vitb3_en;MFP;eq_thenoir;fer_nonhem;fer_hem;mg_dis;energie_d;qte_d;glus_slac;proteines_d;proteines_N_d
40701;766.00;18.30;126.00;214.00;8.50;0.0500;9.400;0.0500;6.0000;37.000;32.00;0.00;0.100;149.00;0.5000;63.400;2.100;0.7000;0.3100;0.1700;0.0025;0.00200;0.00200;1.00;15.00;0.250;0.120;0.500;0.1400;0.2000;0.3000;0.1200;6.8000;10.00;0.0000;355.00;0;0.00400;2.25;10.4187;100.00;0.00000;5.584;3.81640;0.00;149.00;100;0.1000;32.4000;32.4000
42000;90.00;35.00;132.00;250.00;120.00;0.1700;2.300;0.2100;2.1000;7.750;27.10;9.53;6.570;94.60;1.1700;79.600;3.200;0.9800;0.8100;0.6700;0.0240;0.00000;0.00000;151.00;0.00;0.850;1.800;6.700;0.1900;0.3100;0.6000;0.2100;0.2400;34.10;0.0000;10.00;0;0.00000;151.00;3.7707;1.00;0.00000;2.286;0.01426;0.00;94.60;100;3.9575;6.2888;6.1594
42003;76.10;20.30;112.00;213.00;124.00;20.3000;2.200;0.0500;2.0000;13.800;16.80;8.45;6.270;83.50;0.2500;79.700;2.450;0.5500;1.3300;0.6700;0.0370;0.00000;0.00000;103.00;0.00;0.910;3.920;20.300;0.4200;0.4100;1.7400;0.6200;0.4000;68.10;0.0000;3.40;0;0.00000;103.00;4.1262;0.00;0.00000;2.200;0.00000;0.00;83.50;100;3.2577;6.7686;6.6291
42004;172.00;34.00;212.00;267.00;176.00;0.2000;3.100;0.1700;1.5000;7.700;17.10;9.75;9.250;87.20;0.9500;80.600;2.550;0.3000;1.4000;0.4000;0.0200;0.00000;0.00000;93.00;0.00;0.700;1.300;5.900;0.1700;0.2400;0.6000;0.2000;0.3300;26.30;0.0000;10.00;0;0.00000;93.00;3.5199;0.10;0.00000;3.099;0.00111;0.00;87.20;100;6.512;5.8097;5.6903
76000;10.00;0.90;0.00;0.40;1.90;0.0001;0.010;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.010;0.00000;0.90;0.00;0;0.0000;0.0000;0.0000
76001;0.44;2.25;0.00;0.08;8.23;0.0001;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;2.25;0.00;0;0.0000;0.0000;0.0000
76003;1.16;2.31;0.00;0.16;6.00;0.0001;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;2.31;0.00;0;0.0000;0.0000;0.0000
76004;5.50;6.60;0.00;0.61;24.00;0.0004;0.040;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.040;0.00000;6.60;0.00;0;0.0000;0.0000;0.0000
76006;25.20;1.60;0.00;0.53;0.90;0.0150;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;1.60;0.00;0;0.0000;0.0000;0.0000
76007;65.00;9.20;0.00;13.00;17.00;0.0390;0.001;0.0003;0.0010;0.500;0.00;0.00;0.000;0.00;0.0000;99.700;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;9.20;0.00;0;0.0000;0.0000;0.0000
76010;0.11;0.40;0.00;0.19;1.05;0.0001;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;0.40;0.00;0;0.0000;0.0000;0.0000
76011;1.06;0.61;0.00;0.37;9.60;0.0001;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;0.61;0.00;0;0.0000;0.0000;0.0000
76013;70.30;3.00;0.00;4.40;11.90;0.0040;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;99.800;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;3.00;0.00;0;0.0000;0.0000;0.0000
76016;0.94;7.45;0.00;0.28;46.80;0.0015;0.001;0.0042;0.0095;5.000;0.00;0.00;0.000;0.00;0.0000;99.800;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;7.45;0.00;0;0.0000;0.0000;0.0000
76020;0.65;2.58;0.00;0.10;7.65;0.0004;0.006;0.0015;0.0038;0.750;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.006;0.00000;2.58;0.00;0;0.0000;0.0000;0.0000
76021;112.00;8.69;0.00;12.40;11.00;0.0140;0.004;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;99.700;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.004;0.00000;8.69;0.00;0;0.0000;0.0000;0.0000
76022;1.42;11.90;0.00;0.41;54.90;0.0008;0.001;0.0012;0.0050;5.000;0.00;0.00;0.000;0.00;0.0000;99.700;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;11.90;0.00;0;0.0000;0.0000;0.0000
76024;11.00;7.30;0.00;4.00;18.00;0.0400;0.001;0.0003;0.0160;0.500;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;7.30;0.00;0;0.0000;0.0000;0.0000
76025;0.08;0.10;0.00;0.02;2.65;0.0001;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;0.10;0.00;0;0.0000;0.0000;0.0000
76027;0.31;0.05;0.00;0.04;0.24;0.0001;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;0.05;0.00;0;0.0000;0.0000;0.0000
76028;2.87;2.50;0.00;0.37;9.10;0.0013;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;2.50;0.00;0;0.0000;0.0000;0.0000
76029;4.92;6.12;0.00;0.64;24.00;0.0006;0.004;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.004;0.00000;6.12;0.00;0;0.0000;0.0000;0.0000
76031;101.00;9.40;0.00;11.00;11.00;0.0310;0.025;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.025;0.00000;9.40;0.00;0;0.0000;0.0000;0.0000
76032;3.10;1.40;0.00;0.45;2.30;0.0018;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;1.40;0.00;0;0.0000;0.0000;0.0000
76034;43.00;3.30;0.00;1.80;4.50;0.0250;0.003;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.003;0.00000;3.30;0.00;0;0.0000;0.0000;0.0000
76035;11.00;6.90;0.00;3.80;17.00;0.1800;0.001;0.0003;0.0007;0.500;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;6.90;0.00;0;0.0000;0.0000;0.0000
76037;49.30;16.00;0.00;5.20;30.10;0.0011;0.001;0.0011;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;99.700;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;16.00;0.00;0;0.0000;0.0000;0.0000
76039;0.70;0.95;0.00;0.23;21.00;0.0800;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;0.95;0.00;0;0.0000;0.0000;0.0000
76041;33.00;6.85;0.00;4.05;22.00;0.0700;0.001;0.0006;0.0010;0.500;0.00;0.00;0.000;0.00;0.0000;99.800;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;6.85;0.00;0;0.0000;0.0000;0.0000
76043;2.80;4.60;0.00;0.50;17.60;0.0006;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;4.60;0.00;0;0.0000;0.0000;0.0000
76044;0.79;8.90;0.00;0.30;56.80;0.0003;0.009;0.0003;0.0008;0.500;0.00;0.00;0.000;0.00;0.0000;99.800;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.009;0.00000;8.90;0.00;0;0.0000;0.0000;0.0000
76046;7.70;8.00;0.00;6.50;8.50;0.0190;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;99.800;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;8.00;0.00;0;0.0000;0.0000;0.0000
76047;30.20;4.00;0.00;3.30;7.10;0.0001;0.001;0.0019;0.0012;0.500;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;4.00;0.00;0;0.0000;0.0000;0.0000
76049;171.00;1.10;0.00;11.00;9.00;0.0013;0.002;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;99.500;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.002;0.00000;1.10;0.00;0;0.0000;0.0000;0.0000
76050;0.57;1.90;0.00;0.05;9.20;0.0001;0.001;0.0003;0.0003;0.500;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;1.90;0.00;0;0.0000;0.0000;0.0000
76051;8.30;1.74;0.00;0.70;3.31;0.0720;0.001;0.0003;0.0040;0.500;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;1.74;0.00;0;0.0000;0.0000;0.0000
76052;40.00;1.88;0.00;3.50;4.05;0.0480;0.001;0.0003;0.0022;0.500;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;1.88;0.00;0;0.0000;0.0000;0.0000
76055;117.00;1.00;0.00;6.60;10.30;0.0014;0.001;0.0003;0.0008;0.500;0.00;0.00;0.000;0.00;0.0000;99.700;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;1.00;0.00;0;0.0000;0.0000;0.0000
76056;0.52;4.20;0.00;0.19;24.00;0.0008;0.001;0.0012;0.0200;5.000;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;4.20;0.00;0;0.0000;0.0000;0.0000
76057;1.20;0.80;0.02;0.60;1.20;0.0008;0.001;0.0012;0.0050;5.000;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;0.80;0.00;0;0.0000;0.0000;0.0000
76059;0.30;1.10;0.00;0.11;3.50;0.0050;0.001;0.0003;0.0110;0.500;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;1.10;0.00;0;0.0000;0.0000;0.0000
76060;0.95;0.42;0.00;0.05;16.00;0.0008;0.001;0.0012;0.0110;5.000;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;0.42;0.00;0;0.0000;0.0000;0.0000
76061;18.00;8.00;0.00;1.10;15.30;0.0008;0.001;0.0012;0.0050;5.000;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.001;0.00000;8.00;0.00;0;0.0000;0.0000;0.0000
76063;0.30;0.50;0.00;0.06;9.70;0.0013;0.000;0.0000;0.0000;0.000;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.000;0.00000;0.50;0.00;0;0.0000;0.0000;0.0000
76067;0.10;6.70;0.00;0.20;51.70;0.0013;0.000;0.0000;0.0000;0.000;0.00;0.00;0.000;0.00;0.0000;99.800;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.000;0.00000;6.70;0.00;0;0.0000;0.0000;0.0000
76075;4.40;5.10;0.00;0.30;20.80;0.0013;0.000;0.0000;0.0000;0.000;0.00;0.00;0.000;0.00;0.0000;99.900;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.000;0.00000;5.10;0.00;0;0.0000;0.0000;0.0000
76078;0.20;0.20;0.00;0.02;6.80;0.0013;0.000;0.0000;0.0000;0.000;0.00;0.00;0.000;0.00;0.0000;100.000;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.000;0.00000;0.20;0.00;0;0.0000;0.0000;0.0000
76079;38.00;11.00;0.00;3.00;9.00;0.0013;0.000;0.0000;0.0000;0.000;0.00;0.00;0.000;0.00;0.0000;99.800;0.000;0.0000;0.0000;0.0000;0.0000;0.00000;0.00000;0.00;0.00;0.000;0.000;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.00;0;0.00000;0.00;0.0000;0.00;0.00000;0.000;0.00000;11.00;0.00;0;0.0000;0.0000;0.0000
81000;49.10;10.00;84.00;128.00;99.00;0.0070;0.040;0.0070;0.3500;1.300;12.00;4.50;4.500;162.00;0.0000;77.000;14.600;9.9700;0.3800;0.2500;0.1000;0.00720;0.00000;113.00;69.50;0.180;0.340;0.500;0.0360;0.1900;0.3000;0.0470;0.3700;12.00;0.0000;38.80;0;0.00720;118.79;1.1717;0.00;0.00000;0.040;0.00000;0.00;162.00;100;0.0000;2.6400;2.5800
81001;49.10;10.00;84.00;128.00;99.00;0.0070;0.040;0.0070;0.3500;1.300;12.00;4.50;4.500;162.00;0.0000;77.000;14.600;9.9700;0.3800;0.2500;0.1000;0.00720;0.00000;113.00;69.50;0.180;0.340;0.500;0.0360;0.1900;0.3000;0.0470;0.3700;12.00;0.0000;38.80;0;0.00720;118.79;1.1717;0.00;0.00000;0.040;0.00000;0.00;162.00;100;0.0000;2.6400;2.5800
81002;39.70;8.50;72.50;119.00;94.30;0.0030;0.060;0.0530;0.3000;0.700;11.00;3.90;3.700;206.00;0.0000;73.400;20.000;12.6000;0.5270;0.3199;0.1122;0.00855;0.00000;196.00;86.40;0.170;0.450;0.590;0.0280;0.1600;0.2800;0.0300;0.2600;7.20;0.0000;66.80;0;0.00855;203.20;1.1138;0.00;0.00000;0.060;0.00000;0.00;206.00;100;0.0000;2.5000;2.4491
81003;39.70;8.50;72.50;119.00;94.30;0.0030;0.060;0.0530;0.3000;0.700;11.00;3.90;3.700;206.00;0.0000;73.400;20.000;12.6000;0.5270;0.3199;0.1122;0.00855;0.00000;196.00;86.40;0.170;0.450;0.590;0.0280;0.1600;0.2800;0.0300;0.2600;7.20;0.0000;66.80;0;0.00855;203.20;1.1138;0.00;0.00000;0.060;0.00000;0.00;206.00;100;0.0000;2.5000;2.4491
81005;320.00;39.20;608.00;101.00;1090.00;0.0310;0.290;0.4100;4.8900;5.330;13.80;0.00;0.000;427.00;0.0000;32.500;34.500;19.8000;1.4700;0.6300;0.3400;0.00000;0.00000;262.00;33.00;0.440;0.520;0.000;0.0500;0.3900;0.4300;0.0810;1.5500;15.00;0.0000;94.70;0;0.00000;264.75;6.3183;0.00;0.00000;0.290;0.00000;0.00;427.00;100;0.0000;28.4000;27.9000
81006;20.70;3.80;35.00;47.70;36.80;0.5000;0.500;0.5000;0.5000;5.500;5.00;0.55;0.500;558.00;0.0000;36.700;61.200;37.9000;2.0400;0.9300;0.2900;0.02500;0.00000;417.00;319.00;0.700;3.100;0.500;0.0250;0.0900;0.1000;0.1100;0.3200;2.50;0.0000;156.00;0;0.02500;443.58;0.2707;0.00;0.00000;0.500;0.00000;0.00;558.00;100;0.0000;1.2000;1.2000
81007;20.70;3.80;35.00;47.70;36.80;0.5000;0.500;0.5000;0.5000;5.500;5.00;0.55;0.500;558.00;0.0000;36.700;61.200;37.9000;2.0400;0.9300;0.2900;0.02500;0.00000;417.00;319.00;0.700;3.100;0.500;0.0250;0.0900;0.1000;0.1100;0.3200;2.50;0.0000;156.00;0;0.02500;443.58;0.2707;0.00;0.00000;0.500;0.00000;0.00;558.00;100;0.0000;1.2000;1.2000
81008;15.50;2.05;24.00;28.00;17.80;0.0018;0.026;0.0260;0.0830;5.000;1.75;1.27;0.500;746.00;0.0000;15.800;82.000;55.4000;2.7300;1.1900;0.3700;0.03100;0.00000;716.00;243.00;1.120;2.110;0.000;0.0060;0.0350;0.1100;0.0035;0.1700;3.00;0.0000;223.00;0;0.03100;736.25;0.2131;0.00;0.00000;0.026;0.00000;0.00;746.00;100;0.0569;0.7200;0.7100
81009;15.50;2.05;24.00;28.00;17.80;0.0018;0.026;0.0260;0.0830;5.000;1.75;1.27;0.500;746.00;0.0000;15.800;82.000;55.4000;2.7300;1.1900;0.3700;0.03100;0.00000;716.00;243.00;1.120;2.110;0.000;0.0060;0.0350;0.1100;0.0035;0.1700;3.00;0.0000;223.00;0;0.03100;736.25;0.2131;0.00;0.00000;0.026;0.00000;0.00;746.00;100;0.0569;0.7200;0.7100
81010;762.00;4.94;24.00;39.00;17.80;0.0047;0.130;0.0092;0.0520;5.000;1.75;1.59;0.390;736.00;0.0000;15.500;80.700;55.0000;2.5700;1.6100;0.4500;0.00000;0.00000;731.00;264.00;1.130;2.110;0.000;0.0060;0.0350;0.1100;0.0030;0.1700;3.00;0.0000;223.00;0;0.00000;753.00;0.2161;0.00;0.00000;0.130;0.00000;0.00;736.00;100;0.0208;0.7200;0.7200
81011;762.00;4.94;24.00;39.00;17.80;0.0047;0.130;0.0092;0.0520;5.000;1.75;1.59;0.390;736.00;0.0000;15.500;80.700;55.0000;2.5700;1.6100;0.4500;0.00000;0.00000;731.00;264.00;1.130;2.110;0.000;0.0060;0.0350;0.1100;0.0030;0.1700;3.00;0.0000;223.00;0;0.00000;753.00;0.2161;0.00;0.00000;0.130;0.00000;0.00;736.00;100;0.0208;0.7200;0.7200
81012;0.00;0.00;0.00;0.00;0.00;0.0000;0.030;0.0000;0.0100;2.500;0.80;0.00;0.000;900.00;0.0000;0.000;100.000;16.6000;24.8000;24.6000;0.1600;0.00000;0.00000;0.00;0.00;0.000;10.100;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.75;0;0.00000;0.00;0.0000;0.00;0.00000;0.030;0.00000;0.00;900.00;100;0.0000;0.0000;0.0000
81013;0.00;0.00;0.00;0.00;0.00;0.0000;0.030;0.0000;0.0100;2.500;0.80;0.00;0.000;900.00;0.0000;0.000;100.000;16.6000;24.8000;24.6000;0.1600;0.00000;0.00000;0.00;0.00;0.000;10.100;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;0.75;0;0.00000;0.00;0.0000;0.00;0.00000;0.030;0.00000;0.00;900.00;100;0.0000;0.0000;0.0000
81014;0.56;0.29;0.00;0.41;1.29;0.0008;0.023;0.0052;0.0260;5.000;0.80;0.00;0.000;900.00;0.0000;0.000;100.000;7.2600;26.9000;19.3000;7.6000;0.00000;0.00000;0.00;0.00;0.000;27.700;0.000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.0000;2.30;0;0.00000;0.00;0.0000;0.00;0.00000;0.023;0.00000;0.00;900.00;100;0.0000;0.0000;0.0000
